Id,PlayerType,MonthType,MonthTypeV,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
514917,Batter,vs Left,0,,,,,,,,,,,,,,,,195,177,,50,10,1,0,13,15,38,,,1,.282,.340,.350,.690
514917,Batter,vs Right,1,,,,,,,,,,,,,,,,422,383,,89,18,3,1,21,30,76,,,6,.232,.298,.303,.601
434378,Pitcher,vs Left,0,,,,27,,,89.2,337,51,,,4,17,103,0.76,,,,,,,,,,,,,,,,,
434378,Pitcher,vs Right,1,,,,28,,,84.2,329,65,,,8,12,82,0.91,,,,,,,,,,,,,,,,,
673490,Batter,vs Left,0,,,,,,,,,,,,,,,,188,159,,43,10,2,2,18,24,19,,,2,.270,.369,.396,.765
673490,Batter,vs Right,1,,,,,,,,,,,,,,,,394,358,,87,19,1,9,41,27,81,,,5,.243,.304,.377,.681
607208,Batter,vs Left,0,,,,,,,,,,,,,,,,183,168,,50,9,1,10,29,11,38,,,2,.298,.344,.542,.886
607208,Batter,vs Right,1,,,,,,,,,,,,,,,,525,484,,144,30,3,11,71,34,93,,,1,.298,.342,.440,.782
657140,Pitcher,vs Left,0,,,,30,,,93.2,395,83,,,13,34,96,1.25,,,,,,,,,,,,,,,,,
657140,Pitcher,vs Right,1,,,,30,,,86.1,343,73,,,6,19,78,1.07,,,,,,,,,,,,,,,,,
592206,Batter,vs Left,0,,,,,,,,,,,,,,,,130,122,,36,4,0,2,8,7,25,,,0,.295,.331,.377,.708
592206,Batter,vs Right,1,,,,,,,,,,,,,,,,428,402,,102,23,0,11,54,22,105,,,3,.254,.297,.393,.690
623993,Batter,vs Left,0,,,,,,,,,,,,,,,,178,157,,46,7,0,11,27,18,43,,,1,.293,.365,.548,.913
623993,Batter,vs Right,1,,,,,,,,,,,,,,,,469,417,,92,17,0,22,62,37,79,,,12,.221,.301,.420,.721
518876,Pitcher,vs Left,0,,,,33,,,87.1,372,76,,,12,38,71,1.31,,,,,,,,,,,,,,,,,
518876,Pitcher,vs Right,1,,,,33,,,111.1,432,91,,,9,23,106,1.02,,,,,,,,,,,,,,,,,
542303,Batter,vs Left,0,,,,,,,,,,,,,,,,146,135,,27,2,0,1,8,10,35,,,1,.200,.260,.237,.497
542303,Batter,vs Right,1,,,,,,,,,,,,,,,,361,335,,79,17,0,22,48,21,87,,,1,.236,.280,.484,.764
519203,Batter,vs Left,0,,,,,,,,,,,,,,,,140,120,,28,8,0,10,21,14,22,,,6,.233,.343,.550,.893
519203,Batter,vs Right,1,,,,,,,,,,,,,,,,408,345,,76,13,1,22,54,44,79,,,17,.220,.336,.455,.791
668227,Batter,vs Left,0,,,,,,,,,,,,,,,,129,120,,38,9,1,6,21,9,25,,,0,.317,.364,.558,.922
668227,Batter,vs Right,1,,,,,,,,,,,,,,,,516,466,,116,32,2,14,68,37,131,,,11,.249,.318,.416,.734
656756,Pitcher,vs Left,0,,,,8,,,8.1,32,6,,,0,0,14,0.72,,,,,,,,,,,,,,,,,
656756,Pitcher,vs Right,1,,,,11,,,55.0,223,50,,,6,13,47,1.15,,,,,,,,,,,,,,,,,
664023,Batter,vs Left,0,,,,,,,,,,,,,,,,137,128,,39,9,1,2,16,7,39,,,2,.305,.350,.438,.788
664023,Batter,vs Right,1,,,,,,,,,,,,,,,,504,445,,116,33,1,15,56,51,110,,,4,.261,.339,.440,.779
666201,Pitcher,vs Left,0,,,,31,,,103.1,440,93,,,11,40,83,1.29,,,,,,,,,,,,,,,,,
666201,Pitcher,vs Right,1,,,,31,,,92.0,346,51,,,5,11,97,0.67,,,,,,,,,,,,,,,,,
615698,Pitcher,vs Left,0,,,,32,,,85.0,351,71,,,10,30,75,1.19,,,,,,,,,,,,,,,,,
615698,Pitcher,vs Right,1,,,,32,,,100.1,419,107,,,11,17,53,1.24,,,,,,,,,,,,,,,,,
527038,Batter,vs Left,0,,,,,,,,,,,,,,,,207,175,,39,10,0,6,20,21,35,,,7,.223,.324,.383,.707
527038,Batter,vs Right,1,,,,,,,,,,,,,,,,395,350,,81,18,1,13,51,38,68,,,4,.231,.311,.400,.711
572041,Batter,vs Left,0,,,,,,,,,,,,,,,,133,126,,36,9,0,11,25,5,23,,,1,.286,.316,.619,.935
572041,Batter,vs Right,1,,,,,,,,,,,,,,,,394,363,,84,17,1,3,31,27,75,,,1,.231,.284,.309,.593
502054,Batter,vs Left,0,,,,,,,,,,,,,,,,105,93,,27,4,0,4,12,12,22,,,0,.290,.371,.462,.833
502054,Batter,vs Right,1,,,,,,,,,,,,,,,,186,168,,39,10,0,4,15,12,52,,,6,.232,.306,.363,.669
665742,Batter,vs Left,0,,,,,,,,,,,,,,,,76,65,,12,1,1,1,4,10,11,,,1,.185,.303,.277,.580
665742,Batter,vs Right,1,,,,,,,,,,,,,,,,276,212,,55,13,1,15,27,63,33,,,1,.259,.431,.542,.973
605137,Batter,vs Left,0,,,,,,,,,,,,,,,,51,44,,11,1,0,1,6,7,11,,,0,.250,.353,.341,.694
605137,Batter,vs Right,1,,,,,,,,,,,,,,,,159,133,,23,4,0,2,8,25,30,,,0,.173,.304,.248,.552
543760,Batter,vs Left,0,,,,,,,,,,,,,,,,206,180,,45,9,2,6,19,22,35,,,2,.250,.335,.422,.757
543760,Batter,vs Right,1,,,,,,,,,,,,,,,,518,477,,118,22,3,20,64,31,85,,,2,.247,.292,.432,.724
605135,Pitcher,vs Left,0,,,,30,,,78.2,338,74,,,11,30,84,1.32,,,,,,,,,,,,,,,,,
605135,Pitcher,vs Right,1,,,,30,,,102.1,407,85,,,8,19,83,1.02,,,,,,,,,,,,,,,,,
493329,Batter,vs Left,0,,,,,,,,,,,,,,,,181,170,,45,18,0,4,20,9,15,,,0,.265,.298,.441,.739
493329,Batter,vs Right,1,,,,,,,,,,,,,,,,403,375,,87,22,0,4,33,21,58,,,6,.232,.283,.323,.606
606466,Batter,vs Left,0,,,,,,,,,,,,,,,,149,134,,37,14,0,4,20,11,23,,,3,.276,.342,.470,.812
606466,Batter,vs Right,1,,,,,,,,,,,,,,,,409,358,,81,28,2,8,32,44,78,,,3,.226,.313,.383,.696
608369,Batter,vs Left,0,,,,,,,,,,,,,,,,220,200,,45,8,0,14,32,16,36,,,2,.225,.286,.475,.761
608369,Batter,vs Right,1,,,,,,,,,,,,,,,,443,393,,100,16,1,19,51,42,67,,,5,.254,.332,.445,.777
621566,Batter,vs Left,0,,,,,,,,,,,,,,,,213,183,,43,12,0,7,36,26,46,,,2,.235,.333,.415,.748
621566,Batter,vs Right,1,,,,,,,,,,,,,,,,486,433,,105,32,0,27,67,49,124,,,2,.242,.321,.503,.824
650402,Batter,vs Left,0,,,,,,,,,,,,,,,,146,137,,35,6,1,10,22,8,31,,,0,.255,.297,.533,.830
650402,Batter,vs Right,1,,,,,,,,,,,,,,,,426,389,,100,22,0,14,54,31,98,,,3,.257,.315,.422,.737
518626,Batter,vs Left,0,,,,,,,,,,,,,,,,122,106,,23,7,0,4,14,14,24,,,1,.217,.311,.396,.707
518626,Batter,vs Right,1,,,,,,,,,,,,,,,,424,372,,83,21,0,11,48,40,124,,,7,.223,.307,.368,.675
601713,Pitcher,vs Left,0,,,,33,,,68.1,308,67,,,12,38,66,1.54,,,,,,,,,,,,,,,,,
601713,Pitcher,vs Right,1,,,,33,,,110.1,465,108,,,15,35,109,1.30,,,,,,,,,,,,,,,,,
641154,Pitcher,vs Left,0,,,,32,,,93.2,394,88,,,12,35,72,1.31,,,,,,,,,,,,,,,,,
641154,Pitcher,vs Right,1,,,,32,,,85.1,342,69,,,9,18,102,1.02,,,,,,,,,,,,,,,,,
669302,Pitcher,vs Left,0,,,,32,,,88.0,348,63,,,5,29,94,1.05,,,,,,,,,,,,,,,,,
669302,Pitcher,vs Right,1,,,,32,,,96.2,418,107,,,14,20,80,1.31,,,,,,,,,,,,,,,,,
621043,Batter,vs Left,0,,,,,,,,,,,,,,,,160,134,,40,13,1,6,18,24,28,,,0,.299,.400,.545,.945
621043,Batter,vs Right,1,,,,,,,,,,,,,,,,430,388,,112,11,0,16,46,37,93,,,3,.289,.353,.441,.794
446372,Pitcher,vs Left,0,,,,31,,,71.2,309,80,,,8,11,64,1.27,,,,,,,,,,,,,,,,,
446372,Pitcher,vs Right,1,,,,31,,,91.0,380,98,,,12,10,75,1.19,,,,,,,,,,,,,,,,,
592791,Pitcher,vs Left,0,,,,32,,,76.0,320,69,,,11,22,65,1.20,,,,,,,,,,,,,,,,,
592791,Pitcher,vs Right,1,,,,32,,,101.0,408,99,,,15,10,86,1.08,,,,,,,,,,,,,,,,,
592273,Batter,vs Left,0,,,,,,,,,,,,,,,,104,97,,30,8,0,9,18,6,29,,,0,.309,.346,.670,1.016
592273,Batter,vs Right,1,,,,,,,,,,,,,,,,281,253,,66,14,2,11,41,23,55,,,4,.261,.331,.462,.793
500779,Pitcher,vs Left,0,,,,9,,,8.0,35,8,,,0,3,9,1.38,,,,,,,,,,,,,,,,,
500779,Pitcher,vs Right,1,,,,12,,,54.2,212,46,,,1,13,39,1.08,,,,,,,,,,,,,,,,,
608070,Batter,vs Left,0,,,,,,,,,,,,,,,,178,157,,37,8,1,6,28,16,25,,,3,.236,.315,.414,.729
608070,Batter,vs Right,1,,,,,,,,,,,,,,,,507,444,,131,36,4,23,98,53,57,,,3,.295,.369,.550,.919
527048,Pitcher,vs Left,0,,,,28,,,34.0,136,28,,,1,6,25,1.00,,,,,,,,,,,,,,,,,
527048,Pitcher,vs Right,1,,,,32,,,162.0,685,150,,,10,63,144,1.31,,,,,,,,,,,,,,,,,
573262,Batter,vs Left,0,,,,,,,,,,,,,,,,137,123,,22,4,1,4,12,10,41,,,2,.179,.250,.325,.575
573262,Batter,vs Right,1,,,,,,,,,,,,,,,,421,362,,82,27,1,13,45,51,100,,,3,.227,.323,.414,.737
502043,Pitcher,vs Left,0,,,,31,,,72.2,322,75,,,10,27,54,1.40,,,,,,,,,,,,,,,,,
502043,Pitcher,vs Right,1,,,,31,,,93.2,396,101,,,14,21,90,1.30,,,,,,,,,,,,,,,,,
663556,Pitcher,vs Left,0,,,,23,,,25.0,101,19,,,3,6,26,1.00,,,,,,,,,,,,,,,,,
663556,Pitcher,vs Right,1,,,,28,,,140.1,540,97,,,16,32,168,0.92,,,,,,,,,,,,,,,,,
677951,Batter,vs Left,0,,,,,,,,,,,,,,,,148,141,,33,7,3,6,24,5,34,,,1,.234,.264,.454,.718
677951,Batter,vs Right,1,,,,,,,,,,,,,,,,484,450,,117,24,3,14,56,25,101,,,5,.260,.304,.420,.724
641820,Batter,vs Left,0,,,,,,,,,,,,,,,,55,52,,10,2,0,2,5,3,13,,,0,.192,.236,.346,.582
641820,Batter,vs Right,1,,,,,,,,,,,,,,,,131,113,,19,5,0,6,17,15,36,,,1,.168,.267,.372,.639
543475,Pitcher,vs Left,0,,,,32,,,77.0,343,85,,,15,32,68,1.52,,,,,,,,,,,,,,,,,
543475,Pitcher,vs Right,1,,,,32,,,102.0,431,111,,,11,20,76,1.28,,,,,,,,,,,,,,,,,
643446,Batter,vs Left,0,,,,,,,,,,,,,,,,173,157,,49,8,0,1,9,12,19,,,4,.312,.376,.382,.758
643446,Batter,vs Right,1,,,,,,,,,,,,,,,,416,376,,125,31,1,8,53,28,42,,,7,.332,.385,.484,.869
605400,Pitcher,vs Left,0,,,,32,,,98.1,390,73,,,8,18,109,0.93,,,,,,,,,,,,,,,,,
605400,Pitcher,vs Right,1,,,,32,,,104.2,417,95,,,11,11,126,1.01,,,,,,,,,,,,,,,,,
624428,Batter,vs Left,0,,,,,,,,,,,,,,,,155,138,,29,8,0,1,11,11,19,,,4,.210,.286,.290,.576
624428,Batter,vs Right,1,,,,,,,,,,,,,,,,447,403,,100,14,4,2,31,35,54,,,1,.248,.306,.318,.624
650490,Batter,vs Left,0,,,,,,,,,,,,,,,,145,126,,39,14,0,3,16,19,8,,,0,.310,.400,.492,.892
650490,Batter,vs Right,1,,,,,,,,,,,,,,,,413,347,,101,19,0,6,41,59,52,,,6,.291,.402,.398,.800
657041,Batter,vs Left,0,,,,,,,,,,,,,,,,202,186,,47,9,1,8,22,14,40,,,0,.253,.302,.441,.743
657041,Batter,vs Right,1,,,,,,,,,,,,,,,,346,312,,73,17,1,9,30,27,92,,,4,.234,.301,.381,.682
622761,Batter,vs Left,0,,,,,,,,,,,,,,,,158,148,,30,3,3,5,14,7,48,,,3,.203,.253,.365,.618
622761,Batter,vs Right,1,,,,,,,,,,,,,,,,375,346,,79,22,4,8,36,20,99,,,2,.228,.273,.384,.657
666182,Batter,vs Left,0,,,,,,,,,,,,,,,,118,107,,28,5,1,5,16,9,25,,,1,.262,.322,.467,.789
666182,Batter,vs Right,1,,,,,,,,,,,,,,,,579,545,,161,38,0,19,77,32,130,,,1,.295,.335,.470,.805
518934,Batter,vs Left,0,,,,,,,,,,,,,,,,144,123,,35,4,0,4,11,18,19,,,2,.285,.385,.415,.800
518934,Batter,vs Right,1,,,,,,,,,,,,,,,,397,344,,87,14,0,8,35,49,52,,,2,.253,.348,.363,.711
642133,Batter,vs Left,0,,,,,,,,,,,,,,,,134,115,,24,2,0,4,11,17,34,,,1,.209,.313,.330,.643
642133,Batter,vs Right,1,,,,,,,,,,,,,,,,465,414,,92,21,0,31,78,45,87,,,4,.222,.303,.498,.801
669456,Pitcher,vs Left,0,,,,31,,,90.0,355,74,,,9,14,100,0.98,,,,,,,,,,,,,,,,,
669456,Pitcher,vs Right,1,,,,31,,,109.1,436,98,,,9,22,98,1.10,,,,,,,,,,,,,,,,,
621550,Batter,vs Left,0,,,,,,,,,,,,,,,,141,124,,31,8,0,10,20,12,50,,,4,.250,.336,.556,.892
621550,Batter,vs Right,1,,,,,,,,,,,,,,,,393,345,,66,20,0,15,46,41,133,,,5,.191,.285,.380,.665
663474,Pitcher,vs Left,0,,,,31,,,78.0,311,55,,,10,22,87,0.99,,,,,,,,,,,,,,,,,
663474,Pitcher,vs Right,1,,,,31,,,112.1,430,83,,,15,22,103,0.93,,,,,,,,,,,,,,,,,
664285,Pitcher,vs Left,0,,,,26,,,36.2,147,25,,,1,14,36,1.06,,,,,,,,,,,,,,,,,
664285,Pitcher,vs Right,1,,,,31,,,164.1,680,141,,,10,53,158,1.18,,,,,,,,,,,,,,,,,
593160,Batter,vs Left,0,,,,,,,,,,,,,,,,33,30,,7,2,0,3,7,3,5,,,0,.233,.303,.600,.903
593160,Batter,vs Right,1,,,,,,,,,,,,,,,,295,270,,65,14,1,4,30,21,46,,,0,.241,.292,.344,.636
608344,Pitcher,vs Left,0,,,,27,,,39.1,156,33,,,5,8,20,1.04,,,,,,,,,,,,,,,,,
608344,Pitcher,vs Right,1,,,,30,,,141.0,585,141,,,20,28,108,1.20,,,,,,,,,,,,,,,,,
657077,Batter,vs Left,0,,,,,,,,,,,,,,,,170,154,,41,10,1,1,20,14,24,,,1,.266,.329,.364,.693
657077,Batter,vs Right,1,,,,,,,,,,,,,,,,474,439,,125,29,0,10,54,28,62,,,2,.285,.327,.419,.746
663624,Batter,vs Left,0,,,,,,,,,,,,,,,,154,142,,34,7,0,5,15,11,41,,,1,.239,.299,.394,.693
663624,Batter,vs Right,1,,,,,,,,,,,,,,,,455,413,,105,21,1,17,70,32,113,,,3,.254,.308,.433,.741
662139,Batter,vs Left,0,,,,,,,,,,,,,,,,129,122,,27,5,1,1,13,3,36,,,2,.221,.250,.303,.553
662139,Batter,vs Right,1,,,,,,,,,,,,,,,,463,409,,98,18,2,26,61,43,109,,,5,.240,.317,.484,.801
502110,Batter,vs Left,0,,,,,,,,,,,,,,,,137,119,,38,16,1,5,19,17,31,,,0,.319,.401,.597,.998
502110,Batter,vs Right,1,,,,,,,,,,,,,,,,459,414,,108,27,0,11,43,35,114,,,5,.261,.323,.406,.729
663586,Batter,vs Left,0,,,,,,,,,,,,,,,,172,149,,49,14,2,11,25,20,42,,,2,.329,.413,.671,1.084
663586,Batter,vs Right,1,,,,,,,,,,,,,,,,521,466,,119,25,0,27,68,37,126,,,15,.255,.328,.483,.811
656941,Batter,vs Left,0,,,,,,,,,,,,,,,,229,197,,38,6,1,10,30,30,70,,,1,.193,.301,.386,.687
656941,Batter,vs Right,1,,,,,,,,,,,,,,,,440,380,,88,15,2,36,64,56,130,,,3,.232,.334,.566,.900
